PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2012-03-08,71,54,37,33,27,19,64,40,15,30.35,30.3,30.25,10,10,10,6,1,9.0,0.00,0,,104<br />
2012-03-09,77,59,41,33,30,25,70,43,15,30.35,30.24,30.11,10,10,10,8,2,10.0,0.00,0,,343<br />
2012-03-10,75,58,40,42,33,26,73,46,18,30.1,30.01,29.92,10,9,7,12,2,14.0,0.00,2,,314<br />
2012-03-11,65,56,46,44,41,38,93,65,37,30.06,30.01,29.96,10,10,10,15,8,20.0,0.00,4,,318<br />
2012-03-12,68,55,42,42,40,36,83,58,32,30.06,30.01,29.94,10,10,7,12,5,15.0,0.00,3,,197<br />
2012-03-13,69,58,46,45,41,38,76,56,36,30.05,30.02,29.99,10,10,10,17,6,17.0,0.00,6,,130<br />
2012-03-14,73,63,53,52,44,41,72,53,34,30.14,30.08,30.05,10,10,10,13,7,16.0,0.00,6,,109<br />
2012-03-15,76,67,57,52,50,47,80,59,38,30.16,30.1,30.05,10,10,10,18,7,23.0,0.00,6,,313<br />
2012-03-16,69,62,54,55,51,49,86,68,49,30.05,29.94,29.77,10,10,6,17,7,23.0,0.23,7,Rain,247<br />
2012-03-17,61,52,42,58,45,37,100,76,51,29.74,29.61,29.5,10,7,2,29,14,40.0,1.51,7,Rain-Thunderstorm,170<br />
2012-03-18,53,47,40,41,37,32,92,71,50,29.97,29.82,29.7,10,10,6,23,5,33.0,0.04,7,Rain-Thunderstorm,103<br />
2012-03-19,56,47,38,47,37,30,100,69,38,30.12,30.03,29.97,10,10,7,10,3,13.0,0.00,6,,350<br />
2012-03-20,65,54,42,43,38,33,86,61,36,30.23,30.18,30.12,10,10,10,9,3,12.0,0.00,2,,96<br />
2012-03-21,74,60,46,50,44,41,86,61,35,30.18,30.08,29.98,10,10,10,8,3,10.0,0.00,2,,105<br />
2012-03-22,69,61,52,52,48,30,89,65,41,29.99,29.92,29.87,10,10,10,20,7,24.0,0.00,6,,329<br />
2012-03-23,65,56,46,44,37,29,65,49,33,30.11,30.02,29.94,10,10,10,22,10,28.0,0.00,6,,33<br />
2012-03-24,72,59,45,43,40,32,86,57,27,29.93,29.86,29.77,10,10,10,16,6,20.0,0.00,3,,147<br />
2012-03-25,56,51,46,47,44,41,93,76,59,29.91,29.84,29.78,10,9,5,16,6,20.0,0.22,7,Rain,90<br />
2012-03-26,62,54,46,45,43,41,93,71,48,30.12,30.06,29.95,10,10,10,14,8,18.0,T,6,Rain,111<br />
2012-03-27,66,58,50,45,44,41,77,63,48,30.07,30.04,29.99,10,10,10,17,8,22.0,0.00,7,,127<br />
2012-03-28,71,63,54,50,48,44,77,59,41,30.14,30.07,30.01,10,10,10,14,6,20.0,0.01,6,Rain,171<br />
2012-03-29,71,60,49,50,47,42,93,69,44,30.15,30.08,30.02,10,10,7,15,6,20.0,0.00,5,,314<br />
2012-03-30,75,62,49,51,49,46,89,64,38,30.1,30.0,29.91,10,9,4,8,3,10.0,0.00,4,,326<br />
2012-03-31,71,61,50,51,47,41,93,68,42,30.04,29.93,29.86,10,8,1,25,11,31.0,0.29,5,Rain,62<br />
2012-04-01,62,54,45,45,41,34,93,68,42,30.22,30.15,30.04,10,10,5,23,13,32.0,0.11,5,Rain,310<br />
2012-04-02,67,54,41,45,41,38,89,65,40,30.21,30.13,30.03,10,10,10,12,4,16.0,0.00,4,,66<br />
2012-04-03,72,61,49,48,45,41,83,59,34,30.08,30.03,29.95,10,10,10,10,2,14.0,0.00,6,,325<br />
2012-04-04,62,56,49,48,37,26,77,57,36,30.14,30.08,30.04,10,10,4,27,17,36.0,0.00,5,,312<br />
2012-04-05,61,52,42,38,31,22,76,50,23,30.15,30.08,30.04,10,10,8,21,14,24.0,0.00,1,,315<br />
2012-04-06,65,52,38,34,30,25,85,55,24,30.27,30.2,30.15,10,10,10,10,4,14.0,0.00,0,,340<br />
2012-04-07,76,59,41,41,34,26,76,47,18,30.17,30.09,30.0,10,10,10,9,1,16.0,0.00,1,,27<br />
2012-04-08,82,64,45,44,35,22,76,43,10,30.06,30.01,29.93,10,10,10,9,2,12.0,0.00,1,,60<br />
2012-04-09,83,66,48,43,37,28,71,44,16,29.99,29.91,29.8,10,10,9,10,4,14.0,0.00,4,,142<br />
2012-04-10,74,62,49,47,38,30,59,42,24,29.9,29.83,29.75,10,10,10,13,5,20.0,0.00,6,,331<br />
2012-04-11,57,54,51,52,48,46,93,80,67,30.1,29.95,29.81,10,8,2,15,7,20.0,0.55,8,Rain,95<br />
2012-04-12,63,55,47,48,46,44,93,73,52,30.15,30.07,29.97,10,10,9,22,9,25.0,0.09,6,Rain,129<br />
2012-04-13,55,51,46,48,46,42,93,82,71,29.94,29.81,29.77,10,6,2,29,13,31.0,1.09,8,Rain,132<br />
2012-04-14,61,54,46,46,43,41,86,69,51,30.14,29.98,29.86,10,10,8,18,11,22.0,0.03,7,Rain,304<br />
2012-04-15,70,61,52,51,46,44,77,61,44,30.22,30.18,30.14,10,10,10,9,5,15.0,0.00,5,,101<br />
2012-04-16,77,65,52,53,49,47,83,61,39,30.23,30.17,30.11,10,10,9,12,3,14.0,0.00,5,,340<br />
2012-04-17,79,65,50,55,47,38,77,51,24,30.15,30.09,30.01,10,10,10,12,4,14.0,0.00,4,,327<br />
2012-04-18,77,65,53,53,47,39,78,53,27,30.1,30.06,30.01,10,10,10,16,9,21.0,0.00,3,,310<br />
2012-04-19,79,67,54,59,54,49,89,66,42,30.12,30.07,30.02,10,10,8,14,6,20.0,0.00,2,,322<br />
2012-04-20,89,75,60,64,58,55,84,60,36,30.06,30.0,29.92,10,10,6,9,4,16.0,0.00,1,,70<br />
2012-04-21,92,78,64,63,61,57,87,62,36,29.96,29.9,29.82,10,9,6,8,3,10.0,0.00,0,,78<br />
2012-04-22,96,81,66,64,59,55,73,49,25,29.88,29.83,29.75,10,10,9,12,2,,0.00,1,,335<br />
2012-04-23,84,74,63,61,58,53,84,64,43,29.96,29.85,29.81,10,10,9,13,5,17.0,0.00,2,,307<br />
2012-04-24,77,68,58,56,53,50,80,65,49,30.06,30.0,29.92,10,10,9,15,5,23.0,0.00,6,,327<br />
2012-04-25,78,70,62,60,57,54,84,65,45,29.99,29.86,29.73,10,7,3,13,5,15.0,0.01,7,Rain,298<br />
2012-04-26,72,66,60,59,54,42,97,71,44,30.11,29.94,29.82,10,8,2,17,7,29.0,0.02,7,Rain,321<br />
2012-04-27,72,60,48,46,43,41,80,59,38,30.21,30.14,30.09,10,10,10,22,9,26.0,0.00,3,,311<br />
2012-04-28,77,65,52,54,47,42,83,58,33,30.07,29.97,29.86,10,10,10,13,5,20.0,0.00,1,,283<br />
2012-04-29,86,72,57,55,53,51,80,55,30,29.91,29.87,29.82,10,10,10,9,3,13.0,0.00,1,,306<br />
2012-04-30,92,76,60,55,51,44,78,51,23,29.94,29.88,29.81,10,10,10,14,3,20.0,0.00,4,,341<br />
2012-05-01,82,70,57,51,45,35,67,45,23,29.87,29.83,29.78,10,10,10,20,10,24.0,0.00,4,,306<br />
2012-05-02,79,65,50,46,40,30,68,43,17,29.93,29.88,29.85,10,10,10,14,7,16.0,0.00,4,,303<br />
2012-05-03,79,66,52,50,41,31,68,44,19,30.04,29.98,29.91,10,10,10,14,8,22.0,0.00,2,,311<br />
2012-05-04,77,66,54,52,47,37,93,63,33,30.13,30.09,30.04,10,10,9,17,10,22.0,0.00,2,,314<br />
2012-05-05,77,63,49,46,42,34,80,53,25,30.15,30.08,30.01,10,10,10,17,7,22.0,0.00,0,,300<br />
2012-05-06,84,70,55,46,42,37,72,48,23,30.04,30.0,29.96,10,10,10,10,5,14.0,0.00,0,,317<br />
2012-05-07,90,74,58,47,41,25,67,41,15,30.01,29.95,29.87,10,10,10,18,5,22.0,0.00,1,,249<br />
2012-05-08,93,76,58,46,40,32,60,37,13,29.96,29.9,29.85,10,10,10,13,5,21.0,0.00,3,,110<br />
2012-05-09,98,81,63,47,40,31,52,31,10,29.94,29.86,29.79,10,10,10,13,3,18.0,0.00,1,,330<br />
2012-05-10,90,76,61,49,44,30,64,41,17,29.86,29.82,29.76,10,10,10,15,8,21.0,0.00,1,,312<br />
2012-05-11,91,75,59,48,43,34,60,38,15,29.91,29.87,29.82,10,10,10,12,4,15.0,0.00,1,,321<br />
2012-05-12,95,79,62,50,46,43,56,36,16,30.0,29.96,29.91,10,10,9,12,3,17.0,0.00,3,,300<br />
2012-05-13,96,80,64,52,48,41,56,37,17,29.99,29.94,29.87,10,10,9,13,4,16.0,0.00,2,,329<br />
2012-05-14,83,68,53,48,46,43,77,52,26,30.1,30.01,29.93,10,10,10,18,8,23.0,0.00,0,,307<br />
2012-05-15,84,70,56,48,46,39,72,46,20,30.03,29.97,29.9,10,10,10,18,6,23.0,0.00,0,,315<br />
2012-05-16,92,76,60,55,51,47,72,48,24,29.99,29.92,29.84,10,10,10,10,3,14.0,0.00,1,,305<br />
2012-05-17,94,72,49,53,41,22,53,30,7,29.86,29.8,29.72,10,9,3,26,10,35.0,0.00,3,,297<br />
2012-05-18,85,69,53,48,43,32,71,44,16,29.92,29.88,29.83,10,10,9,17,8,21.0,0.00,2,,314<br />
2012-05-19,91,76,60,47,43,39,56,38,19,29.95,29.9,29.84,10,10,9,10,4,15.0,0.00,0,,307<br />
2012-05-20,95,79,62,49,46,44,56,38,19,29.94,29.9,29.83,10,10,7,13,5,18.0,0.00,0,,298<br />
2012-05-21,93,79,64,53,49,44,63,42,20,30.0,29.94,29.9,10,10,10,23,11,29.0,0.00,3,,308<br />
2012-05-22,89,76,62,54,48,36,72,44,16,30.05,29.98,29.91,10,10,10,23,15,32.0,0.00,2,,315<br />
2012-05-23,85,73,60,49,43,30,60,37,14,29.93,29.86,29.78,10,10,10,28,17,36.0,0.00,0,,308<br />
2012-05-24,85,72,58,46,41,26,62,37,12,29.8,29.72,29.62,10,10,10,23,12,31.0,0.00,0,,305<br />
2012-05-25,69,60,50,42,36,32,63,46,28,29.82,29.75,29.65,10,10,10,20,11,24.0,0.00,3,,300<br />
2012-05-26,76,65,53,46,42,39,66,48,29,30.04,29.94,29.82,10,10,10,15,7,,0.00,5,,304<br />
2012-05-27,80,66,51,46,44,41,77,53,28,30.12,30.05,29.99,10,10,10,15,7,20.0,0.00,1,,312<br />
2012-05-28,87,72,57,48,43,34,67,42,16,30.04,29.97,29.9,10,10,10,15,7,20.0,0.00,1,,306<br />
2012-05-29,88,72,56,50,46,43,66,44,21,30.0,29.96,29.91,10,10,10,16,8,21.0,0.00,0,,312<br />
2012-05-30,93,77,60,51,48,41,64,42,19,30.04,29.98,29.93,10,10,10,16,7,24.0,0.00,0,,305<br />
2012-05-31,99,83,67,54,51,47,55,37,18,29.98,29.89,29.79,10,10,10,13,5,16.0,0.00,0,,312<br />
2012-06-01,104,87,70,58,51,40,54,33,12,29.81,29.75,29.66,10,10,10,16,5,21.0,0.00,1,,301<br />
2012-06-02,96,83,69,56,50,38,61,41,20,29.85,29.79,29.73,10,10,10,24,15,31.0,0.00,1,,307<br />
2012-06-03,93,78,62,53,47,43,52,37,21,29.9,29.84,29.78,10,10,10,20,8,25.0,0.00,1,,306<br />
2012-06-04,86,72,57,57,52,44,64,51,37,30.06,29.91,29.83,10,9,0,33,14,40.0,T,3,Rain,311<br />
2012-06-05,74,63,52,46,39,34,72,48,23,30.14,30.07,30.0,10,10,10,24,17,30.0,0.00,2,,309<br />
2012-06-06,81,67,53,45,42,36,71,47,22,30.04,29.98,29.89,10,10,10,17,8,23.0,0.00,1,,305<br />
2012-06-07,90,74,58,50,45,36,60,40,19,29.97,29.91,29.85,10,10,10,16,6,21.0,0.00,0,,308<br />
2012-06-08,90,76,62,52,43,23,67,38,9,29.91,29.86,29.8,10,10,10,22,14,30.0,0.00,1,,310<br />
2012-06-09,85,70,55,45,38,28,61,37,13,29.91,29.85,29.79,10,10,9,23,12,28.0,0.00,0,,302<br />
2012-06-10,93,76,59,45,39,29,51,31,11,29.89,29.85,29.83,10,10,10,10,5,21.0,0.00,0,,53<br />
2012-06-11,99,81,62,46,41,32,56,34,12,29.94,29.89,29.85,10,10,10,10,4,16.0,0.00,0,,305<br />
2012-06-12,102,85,67,52,44,29,47,28,8,29.9,29.85,29.78,10,10,5,17,7,22.0,0.00,0,,301<br />
2012-06-13,94,80,65,56,51,47,56,38,20,29.82,29.76,29.67,10,10,10,15,9,18.0,0.00,1,,305<br />
2012-06-14,98,84,70,57,54,48,57,40,22,29.73,29.7,29.66,10,10,9,14,4,18.0,0.00,0,,308<br />
2012-06-15,97,81,64,56,51,46,56,40,24,29.75,29.72,29.68,10,10,10,15,8,18.0,0.00,3,,297<br />
2012-06-16,105,89,73,60,55,49,53,34,15,29.83,29.76,29.7,10,10,9,10,3,15.0,0.00,2,,293<br />
2012-06-17,109,93,77,62,49,27,58,32,6,29.83,29.77,29.71,10,10,10,15,7,18.0,0.00,0,,193<br />
2012-06-18,101,87,73,57,46,28,54,33,12,29.84,29.79,29.73,10,10,8,15,5,20.0,0.00,0,,320<br />
2012-06-19,94,81,67,52,41,27,43,26,9,29.84,29.79,29.74,10,10,10,16,9,23.0,0.00,0,,302<br />
2012-06-20,99,83,66,54,49,38,58,37,16,29.81,29.77,29.71,10,10,10,14,6,20.0,0.00,1,,292<br />
2012-06-21,98,84,69,52,47,34,53,32,11,29.84,29.78,29.74,10,10,7,20,5,23.0,0.00,0,,310<br />
2012-06-22,88,72,56,50,42,32,72,43,14,29.92,29.85,29.78,10,10,10,16,7,21.0,0.00,0,,306<br />
2012-06-23,83,72,61,52,50,44,72,53,33,29.86,29.82,29.78,10,10,10,22,12,29.0,0.00,1,,306<br />
2012-06-24,83,70,57,48,45,42,62,45,28,30.01,29.94,29.87,10,10,10,22,10,29.0,0.00,1,,311<br />
2012-06-25,82,70,58,47,42,38,57,42,26,30.05,29.99,29.92,10,10,10,18,12,23.0,0.00,0,,308<br />
2012-06-26,85,71,57,49,46,43,72,48,23,30.01,29.93,29.82,10,10,10,21,10,28.0,0.00,0,,303<br />
2012-06-27,93,77,61,48,45,39,60,38,16,29.89,29.86,29.81,10,10,10,13,5,21.0,0.00,0,,303<br />
2012-06-28,96,80,64,53,45,41,48,32,16,29.99,29.94,29.89,10,10,10,20,8,25.0,0.00,0,,314<br />
2012-06-29,92,78,64,53,50,47,60,42,23,30.04,29.98,29.91,10,10,10,16,9,22.0,0.00,0,,305<br />
2012-06-30,93,78,63,61,55,49,72,48,23,29.97,29.91,29.83,10,10,10,14,9,18.0,0.00,0,,310<br />
2012-07-01,92,80,67,61,58,55,76,53,30,29.9,29.84,29.77,10,10,10,18,11,23.0,0.00,0,,307<br />
2012-07-02,96,81,65,58,53,37,73,43,13,29.85,29.8,29.75,10,10,10,16,7,21.0,0.00,1,,302<br />
2012-07-03,97,82,66,55,50,40,58,37,15,29.84,29.79,29.74,10,10,10,12,9,,0.00,1,,309<br />
2012-07-04,100,84,68,56,50,41,61,38,14,29.81,29.77,29.7,10,10,9,16,5,21.0,0.00,2,,317<br />
2012-07-05,96,81,66,52,49,46,52,36,20,29.91,29.86,29.8,10,10,10,18,8,23.0,0.00,0,,301<br />
2012-07-06,97,80,63,51,49,46,56,37,18,29.96,29.91,29.86,10,10,10,23,8,,0.00,0,,297<br />
2012-07-07,101,85,69,53,49,46,47,32,17,29.94,29.89,29.83,10,10,10,14,6,18.0,0.00,0,,307<br />
2012-07-08,101,86,70,56,50,45,50,33,16,29.94,29.89,29.84,10,10,10,16,8,21.0,0.00,0,,286<br />
2012-07-09,102,85,68,53,48,38,47,31,14,29.96,29.9,29.84,10,10,10,15,6,20.0,0.00,1,,306<br />
2012-07-10,104,88,71,56,50,44,41,28,14,29.9,29.83,29.75,10,10,10,13,6,18.0,0.00,1,,307<br />
2012-07-11,107,90,73,59,55,47,54,35,15,29.83,29.78,29.72,10,10,9,13,5,,0.00,4,,310<br />
2012-07-12,108,92,76,62,58,47,58,36,13,29.8,29.75,29.7,10,9,6,20,4,25.0,0.00,5,,272<br />
2012-07-13,106,93,79,57,48,36,40,25,9,29.83,29.78,29.73,10,10,10,12,4,,0.00,4,,298<br />
2012-07-14,97,81,65,57,48,33,67,39,11,29.9,29.83,29.77,10,10,10,12,5,17.0,0.00,1,,301<br />
2012-07-15,98,82,65,57,51,42,68,42,16,29.87,29.8,29.73,10,10,10,12,5,16.0,0.00,0,,305<br />
2012-07-16,94,81,67,55,51,42,63,41,19,29.85,29.78,29.74,10,10,10,14,6,22.0,0.00,1,,281<br />
2012-07-17,85,73,60,54,51,50,72,53,33,29.96,29.9,29.85,10,10,10,14,7,25.0,0.00,0,,306<br />
2012-07-18,89,75,60,56,51,35,72,44,16,29.99,29.93,29.89,10,10,10,15,6,18.0,0.00,4,,286<br />
2012-07-19,95,83,70,62,58,53,73,52,30,30.0,29.94,29.88,10,10,10,10,4,13.0,T,6,Rain,312<br />
2012-07-20,98,83,68,57,54,52,53,39,25,30.03,29.95,29.88,10,10,10,18,9,24.0,0.00,1,,301<br />
2012-07-21,103,88,72,60,56,53,53,37,21,29.95,29.88,29.78,10,10,10,16,5,18.0,0.00,0,,294<br />
2012-07-22,106,91,75,64,54,47,58,36,14,29.87,29.81,29.73,10,10,10,9,4,16.0,0.00,3,,282<br />
2012-07-23,102,90,77,55,48,34,45,29,13,29.87,29.83,29.78,10,10,10,15,4,20.0,0.00,3,,262<br />
2012-07-24,98,84,69,52,43,27,53,32,11,29.93,29.87,29.81,10,10,10,12,3,17.0,0.00,0,,283<br />
2012-07-25,99,82,65,58,49,35,67,40,12,29.94,29.88,29.81,10,10,9,14,7,17.0,0.00,2,,311<br />
2012-07-26,96,81,65,57,53,49,63,43,22,29.92,29.87,29.81,10,10,9,15,7,20.0,0.00,1,,300<br />
2012-07-27,95,79,63,54,49,42,63,40,17,29.96,29.91,29.87,10,10,10,14,8,20.0,0.00,1,,299<br />
2012-07-28,97,81,65,55,49,36,73,43,13,29.98,29.94,29.9,10,10,10,13,7,23.0,0.00,0,,302<br />
2012-07-29,97,81,65,56,50,45,58,38,18,29.99,29.92,29.86,10,10,10,14,7,,0.00,0,,306<br />
2012-07-30,102,84,66,57,50,41,63,38,13,29.94,29.88,29.8,10,10,10,18,6,25.0,0.00,0,,306<br />
2012-07-31,105,88,70,56,49,40,57,34,11,29.94,29.89,29.84,10,10,9,15,6,18.0,0.00,1,,268<br />
2012-08-01,106,88,70,56,45,21,57,32,6,29.99,29.93,29.87,10,10,10,15,6,18.0,0.00,1,,307<br />
2012-08-02,105,87,69,54,44,18,53,29,4,29.94,29.88,29.79,10,10,7,12,5,18.0,0.00,2,,308<br />
2012-08-03,102,87,71,57,51,43,53,34,14,29.84,29.78,29.71,10,10,10,12,4,17.0,0.00,6,,296<br />
2012-08-04,98,85,72,58,52,43,53,35,16,29.88,29.81,29.75,10,10,10,13,5,21.0,0.00,5,,305<br />
2012-08-05,98,81,64,60,56,48,73,48,22,29.98,29.93,29.88,10,10,10,10,6,18.0,0.00,1,Rain-Thunderstorm,307<br />
2012-08-06,101,84,67,57,53,45,63,40,16,30.06,30.0,29.93,10,10,10,15,7,24.0,0.00,1,,305<br />
2012-08-07,102,86,69,56,51,43,57,35,13,29.99,29.93,29.86,10,10,10,17,8,22.0,0.00,1,,311<br />
2012-08-08,103,87,71,54,49,44,38,28,17,29.94,29.89,29.83,10,10,10,14,6,17.0,0.00,1,,304<br />
2012-08-09,107,91,75,60,53,44,54,34,13,29.89,29.83,29.75,10,10,9,15,6,18.0,0.00,0,,282<br />
2012-08-10,109,93,76,59,53,45,50,31,11,29.79,29.73,29.65,10,10,9,14,6,17.0,0.00,2,,318<br />
2012-08-11,111,95,78,61,56,47,52,33,13,29.74,29.7,29.65,10,10,10,13,5,16.0,0.00,3,,317<br />
2012-08-12,105,93,80,63,58,47,54,34,14,29.8,29.74,29.7,10,10,10,12,4,14.0,0.00,4,,291<br />
2012-08-13,110,94,78,65,56,44,58,36,13,29.8,29.74,29.67,10,10,7,13,5,15.0,0.00,2,,278<br />
2012-08-14,108,95,82,62,56,48,51,33,14,29.77,29.71,29.66,10,10,9,12,4,15.0,0.00,4,,320<br />
2012-08-15,106,91,75,61,56,52,54,37,20,29.79,29.74,29.69,10,10,10,16,7,20.0,0.00,1,,285<br />
2012-08-16,102,87,71,56,53,47,53,35,17,29.88,29.83,29.77,10,10,8,14,6,20.0,0.00,2,,305<br />
2012-08-17,105,90,74,51,45,38,35,24,13,29.92,29.86,29.79,10,10,10,16,8,20.0,0.00,3,,309<br />
2012-08-18,101,88,75,54,50,45,37,28,19,29.9,29.84,29.78,10,10,10,20,8,24.0,T,6,Rain,314<br />
2012-08-19,102,88,74,51,48,44,41,28,15,29.9,29.83,29.78,10,10,10,16,9,,0.00,3,,311<br />
2012-08-20,103,86,69,55,47,34,53,32,10,29.88,29.82,29.75,10,10,10,14,6,18.0,0.00,1,,309<br />
2012-08-21,102,87,71,57,50,40,57,35,12,29.85,29.8,29.75,10,10,10,13,5,16.0,0.00,3,,299<br />
2012-08-22,100,86,71,57,50,36,49,31,13,29.87,29.82,29.78,10,10,10,14,6,20.0,0.00,3,,307<br />
2012-08-23,101,85,69,57,52,41,61,37,13,29.89,29.82,29.76,10,10,10,14,7,18.0,0.00,0,,298<br />
2012-08-24,100,85,70,57,53,45,61,39,16,29.85,29.79,29.72,10,10,9,15,7,20.0,0.00,0,,302<br />
2012-08-25,98,84,69,54,50,43,53,35,16,29.8,29.75,29.69,10,10,10,14,7,18.0,0.00,0,,304<br />
2012-08-26,92,78,63,53,49,43,67,43,18,29.92,29.86,29.76,10,10,10,16,8,21.0,0.00,0,,308<br />
2012-08-27,94,77,60,52,50,48,69,46,22,30.01,29.95,29.88,10,10,10,13,6,14.0,0.00,0,,303<br />
2012-08-28,98,81,63,54,51,43,67,42,16,29.99,29.92,29.84,10,10,8,15,7,18.0,0.00,0,,292<br />
2012-08-29,99,83,66,55,49,45,48,35,21,29.89,29.82,29.73,10,10,10,9,4,13.0,0.00,3,,305<br />
2012-08-30,103,87,70,60,50,33,68,41,13,29.78,29.74,29.67,10,10,9,15,5,18.0,0.00,3,,256<br />
2012-08-31,94,80,65,53,47,37,57,36,15,29.89,29.83,29.77,10,10,10,16,8,20.0,0.00,3,,308<br />
2012-09-01,88,73,58,52,49,45,77,50,22,30.01,29.94,29.9,10,10,10,16,6,18.0,0.00,0,,309<br />
2012-09-02,94,77,60,53,48,42,72,45,17,29.97,29.92,29.85,10,10,9,12,4,15.0,0.00,0,,314<br />
2012-09-03,99,82,64,52,46,33,63,37,11,29.96,29.91,29.85,10,10,8,8,3,22.0,0.00,0,,83<br />
2012-09-04,101,84,66,51,46,37,52,32,11,29.96,29.91,29.85,10,10,10,13,4,17.0,0.00,3,,311<br />
2012-09-05,99,85,71,55,51,44,49,33,17,29.93,29.89,29.86,10,10,8,13,4,17.0,0.00,5,,275<br />
2012-09-06,97,84,71,57,52,38,61,37,13,29.95,29.9,29.86,10,10,6,12,5,,0.00,4,,279<br />
2012-09-07,97,82,66,54,50,45,56,38,20,30.03,29.96,29.91,10,10,10,13,6,16.0,0.00,3,,303<br />
2012-09-08,98,84,70,56,49,44,40,30,20,29.99,29.92,29.83,10,10,10,16,7,21.0,0.00,4,,304<br />
2012-09-09,99,84,69,52,46,41,40,29,18,29.92,29.86,29.79,10,10,10,15,7,,0.00,1,,309<br />
2012-09-10,97,82,67,51,47,44,48,33,18,29.88,29.82,29.74,10,10,10,12,6,20.0,0.00,1,,308<br />
2012-09-11,96,82,67,52,48,39,55,36,16,29.89,29.84,29.8,10,10,10,9,3,13.0,0.00,1,,287<br />
2012-09-12,97,82,67,54,50,44,58,38,17,30.01,29.95,29.89,10,10,9,14,5,,0.00,0,,305<br />
2012-09-13,101,85,68,57,54,48,63,40,17,30.06,29.99,29.93,10,10,7,12,4,,0.00,2,,277<br />
2012-09-14,106,89,71,58,52,32,57,33,9,30.04,29.97,29.89,10,10,7,12,4,16.0,0.00,3,,249<br />
2012-09-15,102,86,69,59,52,44,51,34,16,30.05,29.97,29.9,10,10,7,15,5,18.0,0.00,1,,303<br />
2012-09-16,100,84,67,55,50,38,57,35,12,30.0,29.94,29.87,10,10,10,15,4,17.0,0.00,3,,298<br />
2012-09-17,98,82,66,53,47,37,58,36,13,29.99,29.93,29.87,10,10,10,15,5,44.0,0.00,1,,311<br />
2012-09-18,92,77,62,51,48,44,60,40,20,30.03,29.97,29.93,10,10,10,10,5,16.0,0.00,0,,306<br />
2012-09-19,94,79,64,50,49,47,56,39,21,30.04,29.98,29.92,10,10,10,13,5,16.0,0.00,0,,313<br />
2012-09-20,93,78,63,54,51,49,63,43,23,30.01,29.95,29.88,10,10,10,12,4,,0.00,3,,300<br />
2012-09-21,94,79,64,52,48,43,56,37,17,29.96,29.9,29.84,10,10,10,10,3,18.0,0.00,5,,308<br />
2012-09-22,97,83,69,57,53,49,57,39,20,29.91,29.87,29.82,10,10,7,8,2,14.0,0.00,5,,143<br />
2012-09-23,100,84,68,55,51,45,57,36,15,29.94,29.88,29.84,10,10,9,13,4,,0.00,3,,133<br />
2012-09-24,93,80,67,56,43,25,61,35,9,29.92,29.86,29.79,10,10,10,13,5,,0.00,1,,202<br />
2012-09-25,90,74,58,50,47,41,64,42,19,29.91,29.85,29.79,10,10,9,8,4,13.0,0.00,0,,52<br />
2012-09-26,95,80,65,55,47,43,52,35,17,29.87,29.82,29.76,10,10,8,8,3,10.0,0.00,0,,17<br />
2012-09-27,98,82,65,56,51,46,59,39,18,29.9,29.83,29.77,10,9,5,13,4,16.0,0.00,1,,311<br />
2012-09-28,96,81,66,57,54,49,63,43,22,29.89,29.83,29.77,10,9,5,12,5,,0.00,3,,289<br />
2012-09-29,95,79,63,56,54,47,68,44,20,30.01,29.95,29.89,10,9,6,12,3,15.0,0.00,1,,308<br />
2012-09-30,97,82,66,57,55,51,68,45,22,30.04,29.98,29.93,10,9,5,8,3,12.0,0.00,0,,263<br />
2012-10-01,99,84,68,58,53,46,66,42,17,30.01,29.93,29.85,10,9,7,8,4,12.0,0.00,0,,193<br />
2012-10-02,101,85,69,57,52,45,61,38,15,29.9,29.84,29.77,10,9,7,9,3,12.0,0.00,0,,107<br />
2012-10-03,100,85,69,53,50,46,49,33,16,29.91,29.84,29.8,10,10,10,13,5,20.0,0.00,2,,356<br />
2012-10-04,90,78,65,55,51,46,59,41,23,30.05,30.0,29.92,10,10,9,14,5,16.0,0.00,2,,307<br />
2012-10-05,83,72,61,56,51,46,63,50,36,30.13,30.06,30.01,10,10,10,14,7,17.0,0.00,6,,315<br />
2012-10-06,82,70,58,52,51,49,80,57,33,30.05,29.98,29.91,10,10,10,14,7,21.0,0.00,3,,311<br />
2012-10-07,82,70,57,54,50,48,72,53,33,30.0,29.93,29.87,10,10,10,15,6,,0.00,3,,301<br />
2012-10-08,80,70,60,51,48,45,60,46,32,30.01,29.97,29.93,10,10,10,15,9,,0.00,4,,311<br />
2012-10-09,80,69,57,49,46,43,72,50,28,30.01,29.95,29.89,10,10,10,12,6,15.0,0.00,5,,298<br />
2012-10-10,77,67,56,51,47,44,77,55,33,29.95,29.9,29.85,10,10,10,13,6,16.0,T,3,Rain,198<br />
2012-10-11,72,64,56,52,51,48,80,64,47,29.96,29.89,29.85,10,9,7,15,5,26.0,T,6,,171<br />
